SMILES,Potency vs Parasite (uMol),Ion Regulation Activity,SSI%,EC50Chembl(uM)
ClC1=CN=CC(N/N=C/C2=CC=C(OC(F)F)C=C2)=N1,,,,
ClC1=CN=CC(N/N=C/C2=CC=C(OCO3)C3=C2)=N1,,,,
ClC1=CN=CC(N/N=C/C2=CC=CC=C2)=N1,,,,
ClC1=CN=CC(N/N=C/C2CCCCC2)=N1,,,,
ClC1=CN=CC(N/N=C/C2CCCN(C2)C(OC(C)(C)C)=O)=N1,,,,
ClC1=CN=CC(N/N=C/CC)=N1,,,,
ClC1=CN=CC(NN)=N1,,,,
ClC1=CN=CC2=NN=C(C3=CC=C(C#N)C=C3)N21,,,22,
ClC1=CN=CC2=NN=C(C3=CC=C(Cl)C=C3)N21,,,6,
ClC1=CN=CC2=NN=C(C3=CC=C(OC(F)(F)F)C=C3)N21,,,,
ClC1=CN=CC2=NN=C(C3=CC=C(OC(F)F)C=C3)N21,,,,
ClC1=CN=CC2=NN=C(C3=CC=NC=C3)N21,,,,
ClC1=NC(N/N=C/C2=CC=NC=C2)=CN=C1,,,,
Clc1cc(Br)ccc1c2oc(CNCC3CCNCC3)cc2,0.8005,0,,1.505109065
Clc1cc(NC(=O)c2oc(Br)cc2)ccc1N3CCCCC3,0.735,0,,0.549454325
Clc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccncc3)c(Cl)c1,,0,,0.610735136
Clc1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1,0.995,0,,1.430283888
Clc1ccc(cc1)[C@@H]2[C@H](Oc3ccccc3)C(=O)N2CCn4cnc5c(NCc6ccccc6)ncnc45,,,,
Clc1ccc(cc1)C(=O)Nc2ccc(cc2)c3nc4cc(NC(=O)c5ccc(Cl)cc5)ccc4[nH]3,,0,,0.993
Clc1ccc(cc1)C2(CN3CCC(CC3)NC(=O)CCc4occc4)CCC2,1.14,0,,1.449258957
Clc1ccc(cc1)n2cc(COc3ccnc4ccccc34)nn2,,,,
Clc1ccc(cc1)S(=O)(=O)c2oc(nc2C#N)c3ccccc3,,,,
Clc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)NCc3occc3,0.8905,0,,0.514
Clc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=S)NCc3occc3,1.2,1,,
Clc1ccc(cc1)S(=O)(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N4CCCCC4,2,1,,
Clc1ccc(cc1Cl)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,0.838,0,,0.523
Clc1ccc(CCNc2cc(nc3ncnn23)c4ccccc4)cc1,,,,
Clc1ccc(Cl)c(c1)c2oc(cc2)C(=O)Nc3ccc(CN4CCOCC4)cc3,1.945,0,,0.612909011
Clc1ccc(Cl)c(CO[C@H]2CCCC[C@@H]2n3ccnc3)c1,,,,
Clc1ccc(CN2CCN(CC2)C(=O)NCc3occc3)s1,,,,
Clc1ccc(CN2CCN(CC2)C3=NCCN3)cc1Cl,,,,
Clc1ccc(NC(=O)N2CCN(CC2)c3ccc4nncn4n3)cc1,,0,,2.063
Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1Cl,1.16,0,,1.028
Clc1ccc(s1)C(=O)Nc2oc(nn2)c3ccc(Cl)s3,,,,
Clc1ccc2c(ccnc2c1)N3CCCC3,0.944,0,,0.2833
Clc1ccc2nc(cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1)c5cccnc5,1.01,0,,0.759488024
Clc1ccc2nc(cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1)c5ccncc5,1.02,0,,0.92028983
Clc1ccc2nc(cc(c2c1)C(=O)NCCN1CCCC1)NCCN1CCOCC1,0.1,0,,
Clc1ccc2OC(=O)C=C(NC3CCN(CCCc4ccccc4)CC3)c2c1,0.846,0,,0.408
Clc1ccc2OCCN(c3ccc(s3)C(=O)NC4CC4)c2c1,1,0,,
Clc1cccc(c1)C(c2ccc(CN3CCNCC3)cc2)n4ccnc4,1.6,0,,
Clc1cccc(c1)c2cnn3ccc(nc23)C(=O)Nc4ccc(cc4)N5CCNCC5,0.8,0,,
Clc1cccc(CO[C@H]2CCc3ccccc3[C@@H]2n4ccnn4)c1,,,,
Clc1cccc(NC(=O)c2cnc(N3CCN(CC3)c4ccncc4)c(Cl)c2)c1,0.8,0,,
Clc1cccc(NC(=O)Nc2ccc(Br)cc2)c1,,0,,15
Clc1cccc2sc(nc12)N(CCCn3ccnc3)C(=O)c4occc4,,,,
Clc1ccccc1CSCc2oc(cc2)C(=O)NC3CC3,1.4,0,,
Clc1ncnc2ccsc12,,,,
ClCC(=O)NCCOc1ccc(Cl)cc1Cl,0.555,0,,0.538
CN(C(=O)c1cc2c(cccc2[nH]1)c3cncnc3)c4ccccc4,0.7,0,,
CN(C)C1=C2C(C=CS2)=NC=N1,,,18,
CN(C)c1cc(NC(=O)Nc2ccccc2)c3ccccc3n1,0.6,0,,
CN(C)c1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1,0.0515,0,,0.082292325
CN(C)c1ccc(cc1)C(O)(c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C,0.255,0,,0.6195
CN(C)c1ccc(cc1)c2nc3cc(N)ccc3[nH]2,,0,,0.239309041
CN(C)c1ccc(cc1)N=Cc2ccc(cc2)N3CCOCC3,,0,,0.1748
CN(C)c1ccc(cc1)N2C(=NC(=NC2(C)C)N)N,,0,,0.036985294
CN(C)CC(=O)NCCN1C(c2ccccc2)c3cc(Cl)ccc3N=C1C,,,,
CN(C)CCCNc1c2ccccc2nc3ccccc13,0.235,0,,0.262795387
CN(C)CCCNCc1oc(cc1)c2ccc(F)c(Cl)c2,0.8755,0,,0.801795361
CN(C)CCNC(=O)N1CCCN(CC1)c2ncnc3cc(sc23)c4ccccc4,1.6,0,,
CN(C)CCNc1cc(nc2ccccc12)c3ccccc3,4,0,,0.692
CN(C)CCNc1ncnc2c3cc(C)ccc3[nH]c12,0.8,0,,
CN(c1ccc(F)cc1)S(=O)(=O)c2ccc(Cl)c(c2)C(=O)Nc3cccc(C)n3,1.6,0,,
CN(CC(O)=N)CC1=CC=CC=C1,,,,
CN(CCc1ccccc1)c2nc(nc(C)c2Cl)c3ccccn3,,,,
CN1C(=O)c2cc(sc2c3ccccc13)C(=O)NCCCN4CCCCCC4,0.669,0,,0.689489803
CN1C(=O)N(C)c2cc(CNCCNc3ccnc4cc(Cl)ccc34)ccc12,0.545,0,,0.140053664
CN1C(=O)N(C)c2nsc(c2C1=O)S(=O)(=O)C,,,,
CN1C(N(C)c2ccccc12)c3ccc4OCOc4c3,0.994,0,,1.117
Cn1c(nc2ccccc12)C(=O)c3cccc4ccccc34,,0,,0.00692
CN1C=C(C(c2ccccc12)c3c[nH]c4ccccc34)c5ccc6ccccc6n5,0.552,0,,1.144
CN1CCC(CC1)c1cc(c([nH]1)-c1ccc(F)cc1)-c1ccncc1,,,,
CN1CCC(CC1)NCc2cccc(c2)c3ccc(cc3)S(=O)(=O)NCc4ccccc4,0.8,0,,
CN1CCCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,,,,
CN1CCN(CC1)C(c2cccs2)c3c(C)[nH]c4ccccc34,,,,
CN1CCN(CC1)c2c3CCCc3c(C#N)c4nc5ccccc5n24,4,0,,1.181
CN1CCN(CC1)c2cc(nc(n2)c3ccncc3)c4ccc(F)cc4,,,,
CN1CCN(CC1)c2ccc(Nc3c4ccccc4nc5ccccc35)cc2,0.1415,0,,0.191187258
CN1CCN(CC1)c2nccc3[nH]c(cc23)c4cccc(F)c4,1.5,0,,
CN1CCN(CC1)c2nccc3nc([nH]c23)c4ccc(F)c(F)c4,1.1,0,,
CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)c3ccc4c(Nc5ccc6nn[nH]c6c5)ccnc4c3,0.4,0,,
CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)c3ccc4c(Nc5ncc(Cl)cn5)ccnc4c3,,,,
CN1CCN(CCCOc2ncc(Nc3ncc(nc3C(=O)N)c4ccc(c(F)c4)C(F)(F)F)cn2)CC1,,,,
Cn1ccnc1CNCCS(=O)(=O)c2cccc(Nc3ccc(cn3)c4cccc(F)c4)c2,,,,
Cn1ncc2c(nc(NCCc3c[nH]c4ccccc34)nc12)N1CCOCC1,,,,
CNC(=O)c1cc(cs1)S(=O)(=O)N2CCN(CC2)c3ccccn3,1.1,1,,
CNC(=O)C1Cc2c([nH]c3cc(Cl)ccc23)C4(CCN(CCc5ccccc5)CC4)N1,0.9,0,,
CNC(=O)C1Cc2ccccc2N1C(=O)Cc3ccc(F)cc3,,,,
CNC(=O)c1nn(C)c2c3nc(Nc4ccc(cc4)N5CCN(C)CC5)ncc3CC(C)(C)c12,,,,
CNC(=O)CNc1nc(nc2scc(c3ccccc3)c12)c4ccccn4,2,0,,
CNC1C(O)C(O)C(CO)OC1OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O,,,,
CNc1nnc(SC2=C(Cl)C(=O)N(N=C2)c3ccccc3)s1,,,,
CNc1snc(C)c1C(=O)NCCOc2ccc(OC)cc2,,,,
CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,,,,
CNCCCNc1ccnc2cc(Cl)ccc12,0.0822,0,,0.062400925
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,,,,
CO[C@@H]1CN(C[C@H]1O)c2ccc(C#CC3(O)CN4CCC3CC4)c(Cc5ccccc5)n2,,,,
CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C4=C(O)\C(=C/NN5CCN(C)CC5)\C(=N\C(=O)\C(=C/C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)\C(=C4C(=C3C)O)O,,,,
CO\C=C(\C(=O)OC)/c1ccccc1Oc2cc(Oc3ccccc3C#N)ncn2,0.1,0,,
CO\N=C(/C(=O)OC)\c1ccccc1CO\N=C(/C)\c2cccc(c2)C(F)(F)F,,,,
COC(=O)C1=C(C)NC(=C(C1c2cccc3nonc23)C(=O)OC(C)C)C,,,,
COC(=O)c1c2CCCCCc2sc1NC(=O)c3c(F)c(F)c(F)c(F)c3F,,,,
COC(=O)c1c2CCN(Cc3ccccc3)Cc2sc1NC(=O)C4=Cc5ccccc5OC4=O,,,,
COC(=O)c1ccc(cc1)C2N(C(=O)c3ccccc3)c4ccccc4N=C5CC(CC(=C25)O)c6ccc(F)cc6,0.3265,0,,0.332
COC(=O)c1ccc(F)cc1NS(=O)(=O)c2cccc(c2)c3cnn(Cc4ccccc4)c3,,,,
COC(=O)c1cccc2oc(nc12)c3cccc(OC)c3NC(=O)c4cc(on4)c5ccccc5,,,,
COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3ccccc3,,,,
COC1=C(OC)C=C(C2(CCN(CC3=CC=CC=C3)CC2)OCC4)C4=C1,,,20,
COC1=C(OCCCCOC2=CC=C(C3=NNN=N3)C=C2)C=C(C([C@@H]4[C@H]5CC=CC4)=NN(C6CCCCCC6)C5=O)C=C1,,,,
COC1=C(OCCCCOC2=CC=C(C3=NNN=N3)C=C2)C=C(C4=NN(C5CCCCCC5)C(C4(C)C)=O)C=C1,,,,
COc1cc(Br)cc2C=C(C(=O)Nc3cccc(c3)C(F)(F)F)C(=O)Oc12,,,,
COc1cc(cc(OC)c1O)c2nc(c3ccc(Sc4ccccc4)cc3)c([nH]2)c5ccccc5,0.35,0,,1.278
COc1cc(cc(OC)c1O)c2nc(c3ccccc3)c([nH]2)c4ccccc4,1.18,0,,0.774096447
COc1cc(cc(OC)c1OC)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,1.22,0,,0.982
COc1cc(cc(OC)c1OC)C(=O)ON=C(N)Cc2cccc3ccccc23,0.782,0,,0.2796
COc1cc(cc2cc(oc12)c3ccc(cc3)C4=NCCN4)C5=NCCN5,,,,
COc1cc(ccc1c2cn(nn2)c3cccc(c3)C4=NCCN4)C5=NCCN5,,,,
COc1cc(ccc1n2cc(nn2)c3cccc(c3)C4=NCCN4)C5=NCCN5,,,,
COc1cc(ccc1O)c2cc(cnc2N)c3ccc(cc3)S(=O)(=O)C,0.1,0,,
COc1cc(CN2CCC3(CC2)C=Cc4ccccc34)cc5OCOc15,,,,
COc1cc(CNCCc2ccc(Cl)cc2)cc(OC)c1O,1.79,0,,6.8884
COc1cc(NC(=O)CC2=NN(C)C(=O)c3ccccc23)ccc1Cl,,,,
COc1cc(NC(C)CCCN)c2ncccc2c1,,,,
COc1cc(nc2ccc(C)c(N)c12)C(F)(F)F,,,,
COc1cc(OC)c(cc1Cl)N(C)C(=O)c2cc3CS(=O)(=O)c4ccccc4c3s2,0.0782,1,,0.113
COc1cc(OC)cc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,1.0895,0,,0.505882901
COc1cc(OC)cc(c1)C(=O)NCC2Cc3cc(Cl)cc(c3O2)c4ccncc4,0.6,0,,
COc1cc(OC)cc(c1)N2C(=O)N(Cc3ccc(cc3)C(C)(C)C)c4ccccc4S2(=O)=O,1.43,0,,3.75
COc1cc(SC)ccc1C(=O)N2CCCC(C)C2,4,0,,9.806
COc1cc2cc(C(=O)Nc3ccccc3)c(N)nc2cc1OC,0.927,0,,0.679791998
COc1cc2CCN(C)C3Cc4ccc(Oc5cc(CC6N(C)CCc7cc(OC)c(OC)c(Oc1cc23)c67)ccc5O)cc4,1.27,0,,0.997
COc1cc2ncnc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,0.6,0,,
COc1ccc(Br)cc1C2Nc3ccc4ccccc4c3C5=C2C(=O)CC(C5)c6ccccc6,0.18,0,,0.589584755
COc1ccc(c(O)c1)c2onc(c2c3ccc(Cl)cc3)C(F)(F)F,,,,
COc1ccc(c(OC)c1)n2ccnc2SCC(=O)Nc3cc(C)ccc3C,0.17,0,,0.204821785
COc1ccc(C)c2sc(nc12)N(Cc3cccnc3)C(=O)c4ccc(cc4)C#N,,0,,15
COc1ccc(C=C2SC(=N)N(C2=O)c3ccccc3OC)cc1,0.168,0,,0.257721443
COc1ccc(C=C2SC(=NC2=O)Nc3ccc(F)cc3)c(OC)c1,0.591,0,,0.424483412
COc1ccc(C=C2SC(=NC2=O)Nc3ccccc3)cc1,0.551,0,,0.316066765
COc1ccc(cc1)C(=O)C(CCC(CNC(C)(C)C)C(=O)c2ccc(OC)cc2)CNC(C)(C)C,,0,,1.121
COc1ccc(cc1)C(=O)C2CC2c3ccc(Cl)cc3,1.06,0,,0.2171
COc1ccc(cc1)C(=O)NC(c2ccc(Cl)cc2Cl)c3cc(Cl)c4cccnc4c3O,0.513,0,,0.499444167
COc1ccc(cc1)C(=O)NC(c2ccccc2Cl)c3cc(Cl)c4cccnc4c3O,0.83,0,,2.369
COc1ccc(cc1)C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccncc3,,0,,0.822437414
COc1ccc(cc1)C(O)(CCC(C)C)C(CN2CCOCC2)c3ccc(Cl)cc3,,0,,4.6141
COc1ccc(cc1)-c1cnc2cnc(cn12)-c1cccc(OC(C)C)c1,,,,
COc1ccc(cc1)C2(CCCC2)C(=O)Nc3ccc(Br)cc3,,,,
COc1ccc(cc1)C2=C(c3ccc(OC)cc3)C4(C5C(C(=O)N(C5=O)c6ccc(C)cc6)C2(C4=O)c7ccccc7)c8ccccc8,0.148,0,,12.5
COc1ccc(cc1)C2=CC(=O)Oc3c4CN(Cc5ccc(F)cc5)COc4ccc23,0.735,0,,5.2107
COc1ccc(cc1)C2C(C(=O)Nc3cccc(OC)c3)c4ccccc4C(=O)N2C5CCCCC5,1.18,1,,1.108
COc1ccc(cc1)c2cc(NC(=O)c3ccc(F)cc3Cl)ccc2OC,,,,
COc1ccc(cc1)c2cc3C(=O)c4ccccc4c3nn2,,0,,3.84
COc1ccc(cc1)c2cn3c(C(=O)Nc4ccccc4Cl)c(c5CCCCn2c35)c6ccccc6,,0,,0.79193223
COc1ccc(cc1)c2cncc3ccc(nc23)C(=O)NCCCn4ccnc4,1.1,0,,
COc1ccc(cc1)C2N(C)c3ccccc3N2C,,0,,15
COc1ccc(cc1)c2nc(NC(=O)CS(=O)(=O)c3ccc(F)cc3)sc2C,0.448,0,,0.226934226
COc1ccc(cc1)c2nc3cc(Cc4ccc5[nH]c(nc5c4)c6ccc(OC)cc6)ccc3[nH]2,0.1765,0,,0.2335
COc1ccc(cc1)C2Sc3ccccc3N=C4C2=C(O)c5ccccc45,0.845,0,,0.2383
COc1ccc(cc1)N(CCc2cccc(C)n2)C(=O)C,,,,
COc1ccc(cc1)N(CCc2cccc(C)n2)C(=O)C3CCCCC3,,,,
COc1ccc(cc1)N2CCN(CC2)C(CNC(=O)C3CCCCC3)c4ccc5OCOc5c4,1.11,0,,0.565598476
COc1ccc(cc1)N2CCN(CC2)C(CNC(=O)CC(C)(C)C)c3ccc4OCOc4c3,,0,,4.2758
COc1ccc(cc1c2cn(nn2)c3ccc(cc3)C(=N)N)C(=N)N,,,,
COc1ccc(cc1c2cn(nn2)c3cccc(c3)C4=NCCN4)C5=NCCN5,,,,
COc1ccc(cc1Cl)C(=O)Nc2nonc2c3ccc(OC)c(OC)c3,0.516,1,,1.097270678
COc1ccc(cc1CN2CCN(CC2)c3ccc(F)cc3)C4NCCc5c4[nH]c6ccccc56,0.9345,0,,0.776498929
COc1ccc(cc1N2C(=O)C3C(C2=O)C4(C(=O)C3(C(=C4c5ccc(C)cc5)c6ccc(C)cc6)c7ccccc7)c8ccccc8)C(=O)C,0.179,0,,2.464
COc1ccc(cc1OC)C(=O)Nc2ccc3nc(cc(C)c3c2)N4CCCCC4,,0,,0.993556306
COc1ccc(cc1OC)-c1nnc2ccc(cn12)-c1cccc(c1)C(C)C,,,,
COc1ccc(cc1OC)C2CC(=NN2C(=O)c3occc3)c4cccs4,0.3,0,,
COc1ccc(cc1OC)c2cnc3ccc(nn23)N4CCCC4,0.7,0,,
COc1ccc(cc1OC)c2nn(C(C)C)c3ncnc(N)c23,,,,
COc1ccc(cc1OC)c2nonc2NC(=O)c3cccc(C)c3,,1,,0.806394498
COc1ccc(cc1OC)c2nonc2NC(=O)c3cccc(Cl)c3,,1,,0.875822342
COc1ccc(cc1OC)c2onc(n2)c3cccc(NC(=O)Cc4ccc(F)cc4)c3,,,,
COc1ccc(cc1OCc2ccccn2)C3=NN(C4CCCCCC4)C(=O)C3(C)C,,,,
COc1ccc(CCN2CCC(CC2)NCc3cccc(c3)N(C)C)cc1,1.2,0,,
COc1ccc(CCN2CCC(CN(C)Cc3cnn(c3)c4ccccc4)CC2)cc1,1.43,0,,1.159498119
COc1ccc(CCNC(=O)c2cc(ccc2Sc3ccc(F)cc3)S(=O)(=O)N4CC(C)CC(C)C4)cc1OC,0.632,0,,1.054
COc1ccc(Cl)cc1NC(=O)CN(C)C(=O)c2cnn(n2)c3ccccc3,0.2,1,,
COc1ccc(cn1)c2cnc3ccc(NCc4ccc(cc4)S(=O)(=O)N)nn23,0.5,0,,
COc1ccc(CN2CCCC(C2)C(=O)c3ccc(cc3)C(F)(F)F)c(O)c1,,0,,0.848636956
COc1ccc(CN2CCN(Cc3ccccc3)CC2)c(O)c1,1.08,0,,1.0947
COc1ccc(CN2CCOc3ccc(cc3C2)C(C)(O)CN(C)C)cc1C,2,0,,
COc1ccc(Cn2cnc3c(nc(Cl)nc23)c4occc4)cc1,,,,
COc1ccc(CNC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(CCc5ccccc5)C2=N)cc1,1.06,0,,0.330441791
COc1ccc(CNC2CCN(CC2)c3ccc(NC(=O)c4cccc(Cl)c4)cc3)cc1OC,0.663,0,,1.016383845
COc1ccc(NC(=O)C2C(N(CC(C)C)C(=O)c3ccccc23)c4cccs4)cc1,0.0367,1,,0.1021
COc1ccc(NC(=O)C2C(N(CC(C)C)C(=O)c3ccccc23)c4cccs4)cc1Cl,0.0202,1,,0.104203263
COc1ccc(Nc2ccccc2NC(=O)c3ccc(O)nc3)cc1,,,,
COc1ccc(Nc2nc(NN=Cc3ccc(O)cc3)nc(Nc4ccc(cc4)[N+](=O)[O-])n2)cc1,0.532,0,,1.117042239
COc1ccc(OC(C)C(=O)Nc2ccc(Cl)cc2C)cc1,,,,
COc1ccc(OC)c(c1)C2C3=C(CC(C)(C)CC3=O)N(C4=C2C(=O)CC(C)(C)C4)c5ccc(Cl)c(Cl)c5,0.912,0,,0.43
COc1ccc(OC)c(NCc2ccc3nc(N)nc(N)c3c2Cl)c1,,,,
COc1ccc(Oc2ccc(cc2)[C@@H](C)N(C)c3ncc4c(N)nc(N)nc4n3)cc1,,,,
COc1ccc2C(=O)C=C(Oc2c1)C(Cl)(Cl)Cl,0.52,0,,15
COc1ccc2C3CC(=Nc4ccccc4N3C(=O)c2c1OC)c5ccc(C)cc5,1.24,1,,2.5292
COc1ccc2nc(C)cc(Nc3ccc(Cl)cc3)c2c1,2,0,,1.077193056
COc1ccc2nc(C)cc(Nc3cccc(O)c3)c2c1,0.969,0,,0.2284
COc1ccc2nc(C)cc(OCC(=O)Nc3ccccc3OC)c2c1,,,,
COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1,,,,
COc1ccc2nc(N)nc(C)c2c1,,0,,0.926836704
COc1ccc2nccc(C(O)C3CC4(CCN3CC4)C=C)c2c1,0.0423,0,,0.028054914
COc1ccc2nccc(NC(=O)C3CCN(CCc4ccc(Cl)cc4)CC3)c2n1,,,,
COc1ccc2sc(nc2c1)N(Cc3cccnc3)C(=O)c4ccc(cc4)C#N,,0,,15
COc1cccc(C=CC2=NC(=O)c3ccccc3O2)c1OC,0.0238,0,,0.064397887
