SMILES,Potency vs Parasite (uMol),Ion Regulation Activity,SSI%,EC50Chembl(uM)
COc1cccc(c1)C(=O)NC(c2ccc(C)cc2)c3cc(Cl)c4cccnc4c3O,0.393,0,,15
COc1cccc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,,0,,0.801806303
COc1cccc(c1)c2cc3c(Nc4cccnc4)nccc3[nH]2,1.3,0,,
COc1cccc(c1)c2nn(C)c3sc(cc23)C(=O)NCCN4CCN(CC4)c5ccccc5F,1.3,0,,0.954986826
COc1cccc(c1)n2nnnc2S(=O)(=O)C,,,,
COc1cccc(c1)n2nnnc2S(=O)(=O)Cc3ccccc3,,,,
COc1cccc(CC(=O)N2CCC(CC2)n3c(C)nc4ccc(F)cc34)c1,0.2,1,,
COc1cccc(n1)c2nc3c(cccc3n2CC4CCCN4)N5CCCC5,,,,
COc1cccc(NC(=O)[C@H](C(C)C)N2C(=O)Nc3ccccc3C2=O)c1,0.139,1,,0.266334226
COc1cccc(NC(=O)c2c3CCCc3sc2NC(=O)c4cccnc4)c1,,,,
COc1cccc(NC(=O)Cn2c(C)c(C#N)c3ccccc23)c1,1.09,1,,0.264395124
COc1cccc(Nc2nc(N)c3ccccc3n2)c1,4,0,,0.933694007
COc1cccc(O)c1CN2CCC3(CCCN(Cc4ccc(F)cc4)C3)C2,0.53,0,,0.865109441
COc1cccc(OC)c1C(=O)Nc2ccc(Cl)c(c2)c3nc4ccccc4s3,,,,
COc1cccc(OCC(=O)c2ccc(Br)cc2)c1,,,,
COc1cccc2c(C)nc(N=C(N)N)nc12,1.1,0,,
COc1ccccc1C(=O)ON=C(N)Cc2cccc3ccccc23,0.814,0,,0.352
COc1ccccc1C(C)NCC(=O)Nc2cc(ccc2Cl)C(F)(F)F,1.4,0,,
COc1ccccc1CNC(=O)C2C(N(CC(C)C)C(=O)c3ccccc23)c4cccs4,,1,,3.1587
COc1ccccc1CNC(=O)c2cc(nc3c2cnn3C(C)C)C4CC4,0.9,0,,
COc1ccccc1CNC(=O)CCN2C(=O)Nc3ccccc3C2=O,0.0726,0,,0.537
COc1ccccc1CNC(=O)CCN2C(=O)Nc3ccsc3C2=O,0.14,0,,1.038295576
COc1ccccc1N=C2C(=O)c3ccccc3C(=C2N4CCCCC4)O,0.0053,0,,0.02802
COc1ccccc1N2C(=N)SC(=Cc3ccc(OCc4ccccc4F)cc3)C2=O,0.4775,0,,0.559197639
COc1ccccc1N2CCN(CC2)C(CNS(=O)(=O)c3ccc(Cl)cc3)c4cccnc4,,0,,15
COc1ccccc1OCCCCn2c(nc3ccccc23)C4CC4,,,,
COc1cncc(c1)c2cncc(n2)N3CCN(CC3)c4ccncc4,0.1,0,,
COc1nc(Nc2ccc(cc2)C(C)C)nc(OC)n1,1.14,0,,0.677
COc1nc2ccc(Br)cc2cc1[C@@H](c3ccccc3)[C@@](O)(CCN(C)C)c4cccc5ccccc45,,,,
COCC(C)NC(=O)CSc1ncnc2sc(cc12)-c1ccccc1,,,,
COCCN(C(C(=O)NCc1ccc(OC)cc1)c2ccc(cc2)C(C)C)C(=O)Cc3cccs3,1.19,0,,0.844598911
COCCN1C(=Nc2ccccc2C1=O)C,,0,,1.455710512
COCCNC(=O)c1ccc(OC2CCN(Cc3ccc(F)c(F)c3)CC2)c(Cl)c1,,0,,1.488291423
CS(=O)(=O)c1ccc(cc1[N+](=O)[O-])C(=O)N(CC2CCCO2)c3nc4ccccc4s3,,,,
CS(=O)(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccc(CCC(=O)O)cc4)c3c2,0.5,0,,
CS(=O)(=O)c1ccccc1C(=O)N(Cc2ccccc2)c3ccccc3,,,,
CS(=O)(=O)CC1=Nc2ccccc2OC1=O,,,,
CS(=O)(=O)N1CCC(CCn2nc(Cc3cccc4ccccc34)c3c(N)ncnc23)CC1,,,,
CS(=O)(=O)N1CCC(Cn2nc(Cc3cccc4ccccc34)c5c(N)ncnc25)CC1,,,,
CSC1=NC(=Nc2c(C)cccc2C)C3(CCC(CC3)C(C)(C)C)N1c4ccc(Cl)cc4,0.135,0,,1.477
CSc1ccccc1C(=O)Nc2nc(cs2)c3ccccn3,0.206,0,,6.8236
FC(C(Cl)=C1)=CC=C1NC(C2=CN=CC3=NN=C(C4=CC=C(OC(F)F)C=C4)N32)=O,0.3292,1,,
FC(C(F)=C1)=CC=C1CCOC2=CC=CC3=NN=C(C4=CC=C(C#N)C=C4)N32,3.5,,,
FC(C(F)=C1)=CC=C1CCOC2=CN=CC3=NN=C(C4=CC=C(S(C)(=O)=O)C=C4)N32,,,,
FC(C=C1)=C(F)C=C1[C@@H](OC(F)F)COC2=CN=CC3=NN=C(C4=CC=C(C#N)C=C4)N32,0.01668,,,
FC(C=C1)=C(F)C=C1C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32,0.582,,,
FC(C=C1)=C(F)C=C1CCOC2=CN=CC3=NN=CN32,10,0,,
FC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32,0.366,,,
FC(C=C1)=CC=C1N2C(C)=C(C(N(C)C)=O)C=C2C,50,,,
FC(C=C1)=CC=C1N2C(C)=C(C(N(C)CC(N)=O)=O)C=C2C,50,,,
FC(C=C1)=CC=C1N2C(C)=C(C(NC(CO)C(OC)=O)=O)C=C2C,50,,,
FC(C=C1)=CC=C1N2C(C)=C(C(OC(C)(C)C(N)=O)=O)C=C2C,50,,,
FC(C=C1)=CC=C1N2C(C)=C(C(OC3)=NC3C(OC)=O)C=C2C,,,,
FC(C=C1)=CC=C1N2C(C)=C(C3=NC(C(OC)=O)=CO3)C=C2C,50,,,
FC(C=C1)=CC=C1N2C(C)=C(CN(C)CC(N)=O)C=C2C,50,,,
FC(C=C1)=CC=C1N2C(C)=C(CN3CCCC3)C=C2C,50,,,
FC(C=C1)=CC=C1N2C(C)=C(CNCC(N)=O)C=C2C,50,,,
FC(C=C1)=CC=C1N2C(C)=CC(CNC3CCN(CC4=CC=CC=C4)CC3)=C2C,4.8,,,
FC(C=C1)=CC=C1N2C=C(C(OCC(N)=O)=O)C=N2,50,,,
FC(F)(F)C1=C(C(N2CCCCC2)=O)N(C=CC=C3OC)C3=N1,,,,
FC(F)(F)c1cc(cc(c1)C(F)(F)F)C(=O)Nc2ccnc(n2)c3cccnc3,1.1,0,,
FC(F)(F)c1cc(NCCc2ccccc2)nc(n1)c3ccccn3,,,,
FC(F)(F)c1ccc(cc1)N(C2CCN(CC2)c3ccc(cn3)C(F)(F)F)c4cccnc4,,,,
FC(F)(F)c1ccc(cc1)N2CCN(CC2)C(=O)[C@@H](c3ccc(Cl)cc3)c4cccnc4,,,,
FC(F)(F)c1ccc(CN2C(=O)COCc3ccc(Br)cc23)cc1,1,0,,
FC(F)(F)c1ccc(Nc2nnnc3ccccc23)cc1,,0,,2.311691354
FC(F)(F)c1cccc(c1)C(=O)NC2CCN(C2)c3ccnc4ccccc34,0.7,0,,
FC(F)(F)c1cccc(c1)C(=O)Nc2oc(nn2)c3ccc(Cl)cc3,,,,
FC(F)(F)c1cccc(c1)c2nc3c(NCc4ccncc4)nccc3[nH]2,0.5,0,,
FC(F)(F)c1cccc(c1)N2N=Nc3ccccc3C2=N,,0,,0.1343
FC(F)(F)c1cccc(CNC2CCN(CC2)c3ccc(cc3)C(=O)NC4CCCC4)c1,,0,,1.326938908
FC(F)(F)c1cccc(CNC2CCN(CCc3ccccc3)CC2)c1,0.685,0,,0.1742
FC(F)(F)c1cccc(Nc2nc(nc3ncccc23)c4ccccc4)c1,,0,,0.801927711
FC(F)(F)c1cccc(Nc2nc3ccccc3nc2Nc4cccc(c4)C(F)(F)F)c1,0.313,0,,0.137159516
FC(F)(F)c1cnc(Sc2oc(nn2)c3ccncc3)c(Cl)c1,0.3,0,,
FC(F)(F)c1nc(oc1C(=O)Nc2ccc(nc2)N3CCNCC3)c4ccccc4,1.2,0,,
FC(F)(F)c1nc2ccccn2c1C(=O)NCc3cc(Cl)cc(Cl)c3,,,,
FC(F)(F)c1nnc2ccc(Cl)nn12,,,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(C(N4CC(C(F)=CC=C5)=C5C4)=O)N32,,,28,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(C(NC4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=O)N32,0.309,,93,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(N4N=NC(C5=CC=CC=C5)=C4)N32,,,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC(C)C4=CC=C(C#N)C=C4)N32,4.801,0,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC(C)C4=CC=C(Cl)C(Cl)=C4)N32,0.702,,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC(C)C4=CC=C(F)C(F)=C4)N32,8.586,1,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC[C@H](NC)C4=CC=CC=C4)N32,10,,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(C)(C)OC)N32,,,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(C4=CC=CC=C4)CN)N32,,,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(C4=CC=CC=C4)CO)N32,0.1137,1,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(C4=CC=CC=C4)N(C)C)N32,,,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(N=N4)=CN4C5=CC=CC=C5)N32,10,0,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC4=CC=C(Cl)C(Cl)=C4)N32,0.529,,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC4=CC=C(Cl)C=C4)N32,1.636,,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC4=CC=CC=C4)N32,2.239,0.5,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC4=CN(C5=NC(Cl)=CN=C5)N=N4)N32,10,0,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC4=CN(CC5=CC=CC=C5)N=N4)N32,10,0,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4(C56)C7C6C8C5C4C87)N32,0.372,1,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4=CC(OC)=CC=C4)N32,0.135,1,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4=CC=C(OC)C=C4)N32,0.928,1,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32,0.251,1,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCCC45C6C7C4C8C5C6C87)N32,1.995,1,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(S(CC4=CC=CC=C4)(=O)=O)N32,,,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(S(CC4=CC=CC=C4)=O)N32,,,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(S(CCC4=CC=CC=C4)(=O)=O)N32,,,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(S(CCC4=CC=CC=C4)=O)N32,10,0,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(SCC4=CC=CC=C4)N32,,,,
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(SCCC4=CC=CC=C4)N32,10,0,,
FC(F)Oc1ccc(cc1)c2nnc3cncc(OC)n23,10,,,
FC(F)Oc1ccc(cc1)c3nnc4cncc(OCC(N)c2ccccc2)n34,2,,,
FC(OC(C=C1)=CC=C1C2=NN=C3C=NC=C(CN4CC(C=CC=C5)=C5C4)N32)F,0.11,1,,
FC(OC(C=C1)=CC=C1C2=NN=C3N2C(OCC4=NC=CC=C4)=CN=C3)F,5,,,
FC(OC1=CC=C(C2=NN=C3C=NC=C(N32)OCC(C4=CC(F)=C(C=C4)F)O)C=C1)F,0.074,1,,
FC1(F)CCN(CCCCNc2cc(c3cc(ccc3n2)Cl)C(=O)NCCN2CCCC2)CC1,0.007,0,,
FC1=C(C=C(NC(=O)N2CCCC2)C=C1)C1=NC2=CC(=CN=C2N1)C1=CC=CC=C1,,,,
FC1=C(C=CC(C(COC2=CN=CC3=NN=C(N32)C4=CC=C(OC(F)F)C=C4)N(C)C)=C1)F,0.1408,1,,
FC1=C(F)C=C(C(C(O)=O)O)C=C1,,,,
FC1=C(F)C=C(C(C(OC)=O)OC)C=C1,,,,
FC1=C(F)C=C(C(CO)OC)C=C1,,,,
FC1=C(F)C=CC(C(N(C)C)COC2=CN=CC3=NN=C(C4=CC=C(C#N)C=C4)N32)=C1,10,1,,
FC1=C(F)C=CC(C(OC)COC2=CN=CC3=NN=C(C4=CC=C(C#N)C=C4)N32)=C1,0.207,,99.999,
FC1=C(F)C=CC(C(OC)COC2=CN=CC3=NN=C(C4=CC=C(C#N)C=C4)N32)=C1,0.1105,1,,
FC1=C(F)C=CC(CCOC2=CN=CC3=NN=C(C4=CC=C(Cl)C=C4)N32)=C1,0.1078,1,,
FC1=C(F)C=CC(CCOC2=CN=CC3=NN=C(C4=CC=C(OC(F)F)C=C4)N32)=C1,0.281,,,
FC1=CC(C2=NN=C3N2C(OCC4=NC=CC=C4)=CN=C3)=CC(F)=C1,10,,,
FC1=CC(C2=NN=C3N2C(OCCC4=CC=CC=C4)=CN=C3)=CC(F)=C1,5,,,
FC1=CC=C(C=C1)N2C(C)=CC(/C=C(SC(N(C3=CC=CC=C3)C(C)=O)=N4)/C4=O)=C2C,0.04575,,,
FC1=CC=C(N2C(C)=C(CO)C=C2C)C=C1,,,,
FC1=CC=C(N2C(C)=C(S(N(CC(N)=O)C)(=O)=O)C(S(N(C)CC(N)=O)(=O)=O)=C2C)C=C1,50,,,
FC1=CC=C(N2C(C)=C(S(N(CC(OC)=O)C)(=O)=O)C(S(N(C)CC(OC)=O)(=O)=O)=C2C)C=C1,,,,
FC1=CC=C(N2C(C)=CC(/C=C3S/C(NC\3=O)=N\C4=CC=CC=C4)=C2C)C=C1,0.1925,,,
FC1=CC=C(N2C(C)=CC(C(CCC(N(C)C)=O)=O)=C2C)C=C1,50,,,
FC1=CC=C(N2C(C)=CC(C(CCC(NC)=O)=O)=C2C)C=C1,50,,,
FC1=CC=C(N2C(C)=CC(C(CCC(O)=O)=O)=C2C)C=C1,50,,,
FC1=CC=C(N2C(C)=CC(C(Cl)=O)=C2C)C=C1,,,,
FC1=CC=C(N2C(C)=CC(C(N(C(C(N)=O)CO)[H])=O)=C2C)C=C1,,,,
FC1=CC=C(N2C(C)=CC(C(N(C(NC3CCCCC3)=O)C4CCCCC4)=O)=C2C)C=C1,50,,,
FC1=CC=C(N2C(C)=CC(C(N)=O)=C2C)C=C1,,,,
FC1=CC=C(N2C(C)=CC(C(NC3=C(C)N(C)N(C4=CC=CC=C4)C3=O)=O)=C2C)C=C1,50,,,
FC1=CC=C(N2C(C)=CC(C(NCC(NC3=C(C)N(C)N(C4=CC=CC=C4)C3=O)=O)=O)=C2C)C=C1,50,,,
FC1=CC=C(N2C(C)=CC(C(NN)=O)=C2C)C=C1,,,,
FC1=CC=C(N2C(C)=CC(C(NNC(C(OC)=O)=O)=O)=C2C)C=C1,,,,
FC1=CC=C(N2C(C)=CC(C(NNC(C)=O)=O)=C2C)C=C1,,,,
FC1=CC=C(N2C(C)=CC(C(OC(C)C(O)=O)=O)=C2C)C=C1,50,,,
FC1=CC=C(N2C(C)=CC(C(OC(C)C(OCC)=O)=O)=C2C)C=C1,50,,,
FC1=CC=C(N2C(C)=CC(C(OCC(N)=O)=O)=C2C)C=C1,0.515,0,,
FC1=CC=C(N2C(C)=CC(C3=NC(C(N)=O)=CO3)=C2C)C=C1,,,,
FC1=CC=C(N2C(C)=CC(C3=NC(C(N)=O)CO3)=C2C)C=C1,,,,
FC1=CC=C(N2C(C)=CC(C3=NC(C(O)=O)=CO3)=C2C)C=C1,50,,,
FC1=CC=C(N2C(C)=CC(C3=NC(C(OCC)=O)=CO3)=C2C)C=C1,,,,
FC1=CC=C(N2C(C)=CC(C3=NN=C(C(OC)=O)O3)=C2C)C=C1,,,,
FC1=CC=C(N2C(C)=CC(COCC(N)=O)=C2C)C=C1,,,,
FC1=CC=C(N2C(C)=CC(S([O-])(=O)=O)=C2C)C=C1.[H][N+]3=CC=CC=C3,,,,
FC1=CC=C(N2C(C)=CC(S(Cl)(=O)=O)=C2C)C=C1,,,,
FC1=CC=C(N2C(C)=CC(S(N([H])CC(OC)=O)(=O)=O)=C2C)C=C1,,,,
FC1=CC=C(N2C(C)=CC(S(N(C)CC(N)=O)(=O)=O)=C2C)C=C1,50,,,
FC1=CC=C(N2C(C)=CC(S(N(C)CC(OC)=O)(=O)=O)=C2C)C=C1,,,,
FC1=CC=C(N2C(C)=CC(S(NCC(N)=O)(=O)=O)=C2C)C=C1,50,,,
FC1=CC=C(N2C(C)=CC=C2C)C=C1,,,,
FC1=CC=C(N2N=CC(C(N(C(C(N)=O)CO)[H])=O)=C2C)C=C1,,,,
FC1=CC=C(N2N=CC(C(N(C(C(OC)=O)CO)[H])=O)=C2C)C=C1,,,,
FC1=CC=C(N2N=CC(C(O)=O)=C2)C=C1,,,,
FC1=CC=C(N2N=CC(C(O)=O)=C2C)C=C1,,,,
FC1=CC=C(N2N=CC(C(OCC)=O)=C2)C=C1,,,,
FC1=CC=C(N2N=CC(C(OCC)=O)=C2C)C=C1,,,,
FC1=CC=C(N2N=CC(C(OCC)=O)=C2N)C=C1,,,,
FC1=CC=C(N2N=CC(C3=NC(C(N)=O)=CO3)=C2C)C=C1,50,,,
FC1=CC=C(N2N=CC(C3=NC(C(O)=O)=CO3)=C2C)C=C1,50,,,
FC1=CC=C(N2N=CC(C3=NC(C(OC)=O)=CO3)=C2C)C=C1,50,,,
FC1=CC=C(N2N=NC(COC(CBr)=O)=C2)C=C1,50,,,
FC1=CC=C(N2N=NC(COCC(N)=O)=C2)C=C1,50,,,
FC1=CC=C(N2N=NC(COCC(OC)=O)=C2)C=C1,50,,,
FC1=CC=C(N2N=NC(COCC(OCC)=O)=C2)C=C1,50,,,
FC1=CC=C(N2N=NC(COCC(OCC3=CN(C4=CC=C(F)C=C4)N=N3)=O)=C2)C=C1,50,,,
Fc1cc(cc(F)c1C2=CCN(Cc3ccccc3)CC2)N4C[C@H](COc5ccon5)OC4=O,,,,
Fc1ccc(cc1)C(=O)N(CCNc2ccccc2)c3ccccc3,,,,
Fc1ccc(cc1)C(=O)Nc2ccsc2C(=O)NC3CCCCC3,,0,,1.212805539
Fc1ccc(cc1)-c1[nH]c(cc1-c1ccncc1)C1CCN(CC1)C(=O)OCc1ccccc1,,,,
Fc1ccc(cc1)c2oc(cc2)C(=O)NCc3nnc4CCCCCn34,,,,
Fc1ccc(cc1)N2CCN(CCCCN(CC#N)C(=O)OCc3ccccc3)CC2,,,,
Fc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1Cl,2.06,0,,5.406
Fc1ccc2[nH]c3c(NCCCN4CCOCC4)ncnc3c2c1,0.345,0,,0.714059916
Fc1ccc2c(Cl)c(sc2c1)C(=O)NC3=NCCS3,,,,
Fc1cccc(c1)c2nnc3ccc(SCC(=O)Nc4ccc5OCOc5c4)nn23,,1,,2.107
Fc1cccc(c1)C2Sc3ccccc3N=C4C2C(=O)c5ccccc45,0.4145,0,,0.0867
Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=O)CN5CCOCC5)cc34)cc2Cl)c1,,,,
Fc1cccc(OCC(=O)Nc2nc(cs2)c3ccccn3)c1,,,,
Fc1ccccc1C(=O)N(Cc2ccc(Cl)cc2)c3ccccn3,,0,,1.019766606
Fc1ccccc1C2CC2C(=O)Nc3nc(cs3)c4ccccn4,2,0,,
Fc1ccccc1c2oc(NCCc3ccccc3)c(n2)C#N,,,,
IC1=CC=C(N2C(C)=CC(C([H])=O)=C2C)C=C1,,,,
IC1=CC=C(N2C(C)=CC=C2C)C=C1,,,,
IC12C(C3C1C4C52)C5C34C6=NN=C7C=NC=C(OCCC8=CC(F)=C(F)C=C8)N76,10,0,,
IC12C3C4C5(C3C1C5C24)C6=NN=C7C=NC=C(C(NC8=CC(C(F)(F)F)=NC=C8)=O)N76,10,0,,
N#CC(C=C1)=CC=C1C2=NN=C3C=CC=C(OCCC4=CC=CC=C4)N32,6.8,,,
N#CC(C=C1)=CC=C1C2=NN=C3C=NC=C(NCCC4=CC(Cl)=CC=C4)N32,,,18,
N#CC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32,0.534,,99.99,
N#CC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4=CC=CC=C4Cl)N32,0.309,,99,
N#CC(C=C1)=CC=C1C2=NN=C3C=NC=C(SCCC4=CC=CC=C4)N32,,,22,
N#CC(C=C1)=CC=C1C2=NN=C3N2C(OCC(OC)C4=CC=CC=C4)=CN=C3,0.285,,,
N(c1cncc2n1c(nn2)c1ccc(cc1)OC(F)F)S(Cc1ccc(cc1)C(F)(F)F)(=O)=O,10,,,
n(CC(CNCC1CCCO1)O)(c2c3cc(Cl)cc2)c4c3cc(Cl)cc4,1.06,0,,
n(CC(CNCCOC)O)(c1c2cc(Cl)cc1)c3c2cc(Cl)cc3,1.01,0,,0.051963352
N[C@@H](CO)C1=CC=CC=C1,,,,
N1(C=CC(N)=NC1=O)C2O[C@@H]([C@@H](O)[C@H]2O)CO,0.385,0,,
n1(c2c(cccc2)n3)c3c(C#N)c(C)cc1N(CC4)CCN4C5CCCC5,0.683,0,,0.743
n1(c2c(cccc2)n3)c3c4c(cccc4)NC1(C)c5cccc(OC)c5,1.15,1,,
n1(c2c(cccc2)n3)c3c4c(cccc4)NC1(C)c5ccccc5,1.73,1,,
N1(CC(=O)c(ccc(Cl)c2Cl)c2)c3c(cccc3)N(CCN4CCCCC4)C1=N,1.24,0,,
N1(CC(C1)c1ccccc1)c1cncc2n1c(nn2)c1ccc(cc1)OC(F)F,10,,,
