Structure,Most Acidic pKa,Most Basic pKa
CCOC(=O)C1=C(N=C2SC(=Cc3cc(C)n(c3C)c4ccc(F)cc4)C(=O)N2C1c5cccc(OC)c5OC)c6ccccc6,7,5.03211
CCOC(=O)C1=CN(C)C=C(C1c2cc(Br)c(OCC)c(OC)c2)C(=O)OCC,7,3.09783
CCOC(=O)C1=CN(CC)c2cc(N(C)CCc3ccc(OC)c(OC)c3)c(F)cc2C1=O,7,5.69902
CCOC(=O)C1=CN(CC)c2cc(N3CCCCC3)c(F)cc2C1=O,7,6.08692
CCOC(=O)c1c(C)n(c2ccc(Cl)cc2)c3ccc(OC(=O)C=Cc4ccccc4)cc13,7,7
CCOC(=O)c1c(NC(=O)c2ccccc2)sc3c(O)c(CN(CC)CC)ccc13,5.64855,9.49191
CCOC(=O)c1ccc2nc(cc(O)c2c1)c3ccccc3,7.27008,4.06832
CCOC(=O)C1CCN(CC1)C(=O)CN2C(c3ccccc3C2=O)c4c[nH]c5ccccc45,9.27155,7
CCOC(=O)c1cnc2c(C)cc(C)cc2c1Nc3ccc(OC)c(OC)c3,8.46207,5.68851
CCOC(=O)c1cnc2c(C)cccc2c1Nc3ccc(cc3)C(=O)C,8.90077,5.47628
CCOC(=O)c1cnc2ccc(Cl)cc2c1NCCCN(C)C,9.29374,8.60501
CCOc1c(Br)cc(cc1OC)C2C(=CN(C)C=C2C(=O)OC)C(=O)OC,7,2.95971
CCOc1cc(Br)c(cc1OCC)C(C)NC(=O)c2cccc(OC)c2,7,7
CCOc1cc(cc(Cl)c1O)C2NCCc3cc(OCC)c(OCC)cc23,4.00187,8.73735
CCOc1cc(Cl)c(cc1OCC)C(C)NC(=O)c2cccc(OC)c2,7,7
CCOc1cc(Cl)c(cc1OCC)C(C)NC(=O)c2ccccc2,7,7
CCOc1cc2CCNC(c3cc(C)c(O)c(C)c3)c2cc1OCC,4.96046,9.07583
CCOc1cc2CCNC(c3cc(Cl)ccc3O)c2cc1OCC,5.41343,9.10803
CCOc1cc2CCNC(c3cc(OC)c(O)cc3Cl)c2cc1OCC,4.19561,8.99526
CCOc1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1,7,6.10735
CCOc1ccc(cc1)C2N(C)c3ccccc3N2C,7,5.79731
CCOc1ccc(cc1)n2cc(c3ccccc3)c4c(SCc5cc(C)ccc5C)ncnc24,7,4.58703
CCOc1ccc(CN2CCN(CC(O)COc3ccc(OCC(O)CN4CCN(Cc5ccc(OCC)cc5)CC4)cc3)CC2)cc1,6.14879,8.57295
CCOc1ccc(Nc2c3ccccc3nc4ccccc24)cc1,10.1377,5.76211
CCOc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1,11.2256,5.16192
CCOc1ccc2nc(C)cc(Nc3ccc(Br)cc3)c2c1,11.0624,5.29142
CCOc1ccc2nc(C)cc(Nc3ccc(cc3)N(C)C)c2c1,11.3003,6.01545
CCOc1ccc2OCN(Cc3ccc(Cl)cc3)Cc2c1,7,8.17832
CCOc1ccccc1CNC(=O)C2C(N(CC(C)C)C(=O)c3ccccc23)c4cccs4,7,7
Clc1cc(Br)ccc1c2oc(CNCC3CCNCC3)cc2,7,10.4226
Clc1cc(NC(=O)c2oc(Br)cc2)ccc1N3CCCCC3,11.0779,6.30653
Clc1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1,7,5.73615
Clc1ccc(cc1)C2(CN3CCC(CC3)NC(=O)CCc4occc4)CCC2,7,8.62953
Clc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)NCc3occc3,7,7
Clc1ccc(cc1Cl)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,7.70407,5.88255
Clc1ccc(Cl)c(c1)c2oc(cc2)C(=O)Nc3ccc(CN4CCOCC4)cc3,8.03325,9.19541
Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1Cl,10.4765,7
Clc1ccc2c(ccnc2c1)N3CCCC3,7,5.72616
Clc1ccc2nc(cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1)c5cccnc5,7,9.03008
Clc1ccc2nc(cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1)c5ccncc5,7,9.00014
Clc1ccc2OC(=O)C=C(NC3CCN(CCCc4ccccc4)CC3)c2c1,8.92943,8.58746
ClCC(=O)NCCOc1ccc(Cl)cc1Cl,7,7
CN(C)c1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1,7,6.02504
CN(C)c1ccc(cc1)C(O)(c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C,12.2273,6.75237
CN(C)CCCNc1c2ccccc2nc3ccccc13,8.82405,9.20633
CN(C)CCCNCc1oc(cc1)c2ccc(F)c(Cl)c2,7,9.27409
CN(C)CCNc1cc(nc2ccccc12)c3ccccc3,8.7834,8.72774
CN1C(=O)c2cc(sc2c3ccccc13)C(=O)NCCCN4CCCCCC4,7,8.75712
CN1C(=O)N(C)c2cc(CNCCNc3ccnc4cc(Cl)ccc34)ccc12,11.1819,7.998
CN1C(N(C)c2ccccc12)c3ccc4OCOc4c3,7,5.47951
CN1C=C(C(c2ccccc12)c3c[nH]c4ccccc34)c5ccc6ccccc6n5,8.31261,4.58893
CN1CCN(CC1)c2c3CCCc3c(C#N)c4nc5ccccc5n24,7,8.45277
CN1CCN(CC1)c2ccc(Nc3c4ccccc4nc5ccccc35)cc2,7.94072,8.9914
CNCCCNc1ccnc2cc(Cl)ccc12,8.2955,9.89269
COC(=O)c1ccc(cc1)C2N(C(=O)c3ccccc3)c4ccccc4N=C5CC(CC(=C25)O)c6ccc(F)cc6,6.54002,4.36619
COc1cc(cc(OC)c1O)c2nc(c3ccc(Sc4ccccc4)cc3)c([nH]2)c5ccccc5,7.49111,6.23206
COc1cc(cc(OC)c1O)c2nc(c3ccccc3)c([nH]2)c4ccccc4,8.13617,5.48743
COc1cc(cc(OC)c1OC)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,7.90582,6.15485
COc1cc(cc(OC)c1OC)C(=O)ON=C(N)Cc2cccc3ccccc23,9.94231,5.7276
COc1cc(CNCCc2ccc(Cl)cc2)cc(OC)c1O,7.261,8.7318
COc1cc(OC)c(cc1Cl)N(C)C(=O)c2cc3CS(=O)(=O)c4ccccc4c3s2,7,7
COc1cc(OC)cc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,8.03544,6.0542
COc1cc(OC)cc(c1)N2C(=O)N(Cc3ccc(cc3)C(C)(C)C)c4ccccc4S2(=O)=O,7,7
COc1cc(SC)ccc1C(=O)N2CCCC(C)C2,7,7
COc1cc2cc(C(=O)Nc3ccccc3)c(N)nc2cc1OC,9.12666,5.5375
COc1cc2CCN(C)C3Cc4ccc(Oc5cc(CC6N(C)CCc7cc(OC)c(OC)c(Oc1cc23)c67)ccc5O)cc4,8.51704,9.38744
COc1ccc(Br)cc1C2Nc3ccc4ccccc4c3C5=C2C(=O)CC(C5)c6ccccc6,12.0668,0.79661
COc1ccc(c(OC)c1)n2ccnc2SCC(=O)Nc3cc(C)ccc3C,9.38671,4.93273
COc1ccc(C=C2SC(=N)N(C2=O)c3ccccc3OC)cc1,7,6.32365
COc1ccc(C=C2SC(=NC2=O)Nc3ccc(F)cc3)c(OC)c1,8.8655,6.12337
COc1ccc(C=C2SC(=NC2=O)Nc3ccccc3)cc1,10.0003,5.74955
COc1ccc(cc1)C(=O)C2CC2c3ccc(Cl)cc3,7,7
COc1ccc(cc1)C(=O)NC(c2ccc(Cl)cc2Cl)c3cc(Cl)c4cccnc4c3O,7.92824,3.27796
COc1ccc(cc1)C(=O)NC(c2ccccc2Cl)c3cc(Cl)c4cccnc4c3O,8.1411,3.33201
COc1ccc(cc1)C2=C(c3ccc(OC)cc3)C4(C5C(C(=O)N(C5=O)c6ccc(C)cc6)C2(C4=O)c7ccccc7)c8ccccc8,7,7
COc1ccc(cc1)C2=CC(=O)Oc3c4CN(Cc5ccc(F)cc5)COc4ccc23,7,9.03259
COc1ccc(cc1)C2C(C(=O)Nc3cccc(OC)c3)c4ccccc4C(=O)N2C5CCCCC5,9.73472,7
COc1ccc(cc1)c2nc(NC(=O)CS(=O)(=O)c3ccc(F)cc3)sc2C,8.36938,5.01848
COc1ccc(cc1)c2nc3cc(Cc4ccc5[nH]c(nc5c4)c6ccc(OC)cc6)ccc3[nH]2,8.32359,5.84813
COc1ccc(cc1)C2Sc3ccccc3N=C4C2=C(O)c5ccccc45,7.30844,2.55056
COc1ccc(cc1)N2CCN(CC2)C(CNC(=O)C3CCCCC3)c4ccc5OCOc5c4,7,8.29463
COc1ccc(cc1CN2CCN(CC2)c3ccc(F)cc3)C4NCCc5c4[nH]c6ccccc56,7.56954,9.03437
COc1ccc(cc1N2C(=O)C3C(C2=O)C4(C(=O)C3(C(=C4c5ccc(C)cc5)c6ccc(C)cc6)c7ccccc7)c8ccccc8)C(=O)C,7,7
COc1ccc(CCN2CCC(CN(C)Cc3cnn(c3)c4ccccc4)CC2)cc1,7,9.43696
COc1ccc(CCNC(=O)c2cc(ccc2Sc3ccc(F)cc3)S(=O)(=O)N4CC(C)CC(C)C4)cc1OC,7,7
COc1ccc(CN2CCN(Cc3ccccc3)CC2)c(O)c1,5.81835,9.5448
COc1ccc(CNC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(CCc5ccccc5)C2=N)cc1,7,6.80895
COc1ccc(CNC2CCN(CC2)c3ccc(NC(=O)c4cccc(Cl)c4)cc3)cc1OC,9.23857,9.56734
COc1ccc(NC(=O)C2C(N(CC(C)C)C(=O)c3ccccc23)c4cccs4)cc1,10.6307,7
COc1ccc(NC(=O)C2C(N(CC(C)C)C(=O)c3ccccc23)c4cccs4)cc1Cl,10.3075,7
COC1=CC=C(NC2=NC(=NC(=N2)NN=CC3=CC=C(O)C=C3)NC4=CC=C(C=C4)[N](=O)=O)C=C1,8.78349,6.01979
COc1ccc(OC)c(c1)C2C3=C(CC(C)(C)CC3=O)N(C4=C2C(=O)CC(C)(C)C4)c5ccc(Cl)c(Cl)c5,7,1.67803
COc1ccc2C(=O)C=C(Oc2c1)C(Cl)(Cl)Cl,7,7
COc1ccc2C3CC(=Nc4ccccc4N3C(=O)c2c1OC)c5ccc(C)cc5,7,2.82799
COc1ccc2nc(C)cc(Nc3ccc(Cl)cc3)c2c1,11.0789,5.34305
COc1ccc2nc(C)cc(Nc3cccc(O)c3)c2c1,7.91364,5.37143
COc1ccc2nccc(C(O)C3CC4(CCN3CC4)C=C)c2c1,6.93981,8.26476
COc1cccc(C=CC2=NC(=O)c3ccccc3O2)c1OC,7,6.42058
COc1cccc(c1)C(=O)NC(c2ccc(C)cc2)c3cc(Cl)c4cccnc4c3O,8.08763,3.47318
COc1cccc(c1)c2nn(C)c3sc(cc23)C(=O)NCCN4CCN(CC4)c5ccccc5F,7,9.55828
COc1cccc(NC(=O)[C@H](C(C)C)N2C(=O)Nc3ccccc3C2=O)c1,7.95275,7
COc1cccc(NC(=O)Cn2c(C)c(C#N)c3ccccc23)c1,10.017,7
COc1cccc(Nc2nc(N)c3ccccc3n2)c1,11.1256,5.51704
COc1cccc(O)c1CN2CCC3(CCCN(Cc4ccc(F)cc4)C3)C2,5.09263,9.84712
COc1ccccc1C(=O)ON=C(N)Cc2cccc3ccccc23,10.3318,7.46877
COc1ccccc1CNC(=O)CCN2C(=O)Nc3ccccc3C2=O,7.97304,7
COc1ccccc1CNC(=O)CCN2C(=O)Nc3ccsc3C2=O,9.85148,7
COc1ccccc1N=C2C(=O)c3ccccc3C(=C2N4CCCCC4)O,7.74394,5.03497
COc1ccccc1N2C(=N)SC(=Cc3ccc(OCc4ccccc4F)cc3)C2=O,7,6.61364
COc1nc(Nc2ccc(cc2)C(C)C)nc(OC)n1,10.5432,5.83931
COCCN(C(C(=O)NCc1ccc(OC)cc1)c2ccc(cc2)C(C)C)C(=O)Cc3cccs3,7,7
CSC1=NC(=Nc2c(C)cccc2C)C3(CCC(CC3)C(C)(C)C)N1c4ccc(Cl)cc4,7,5.71448
CSc1ccccc1C(=O)Nc2nc(cs2)c3ccccn3,11.3579,4.79869
FC(F)(F)c1cccc(CNC2CCN(CCc3ccccc3)CC2)c1,7,9.14676
FC(F)(F)c1cccc(Nc2nc3ccccc3nc2Nc4cccc(c4)C(F)(F)F)c1,8.05877,4.39499
Fc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1Cl,9.97578,7
Fc1ccc2[nH]c3c(NCCCN4CCOCC4)ncnc3c2c1,8.52832,8.66053
Fc1cccc(c1)C2Sc3ccccc3N=C4C2C(=O)c5ccccc45,7,1.8136
n(CC(CNCCOC)O)(c1c2cc(Cl)cc1)c3c2cc(Cl)cc3,6.49687,8.1401
n1(c2c(cccc2)n3)c3c(C#N)c(C)cc1N(CC4)CCN4C5CCCC5,7,8.42618
n1(n2)c(nc(C)cc1Nc(cc3)ccc3Cl)nc2C(F)(F)F,8.88039,4.80102
n1(ncn2)c2nc(C)cc1Nc(ccc(cccc3)c34)c4,11.4722,6.56045
n1c(N(C)C)cc(C)nc1Nc(cc2)ccc2NC(=O)Nc3ccccc3,10.6719,6.70767
n1c(Nc(cc2)ccc2OC)cc(C)nc1NCc3ccccc3,11.8202,6.54207
n1c(NCc2ccccc2)c3c(cccc3)nc1Nc(cc4)ccc4OC,11.7543,5.93357
n1c(NCCO)c2c(cccc2)nc1Nc(ccc(C)c3C)c3,11.7151,6.32579
n1c(NCCO)c2c(cccc2)nc1Nc3cccc(OC)c3,11.3906,6.57831
Nc1ccc(cc1)c2nc3cc(Cc4ccc5[nH]c(nc5c4)c6ccc(N)cc6)ccc3[nH]2,8.78536,6.26103
Nc1ccc(cc1)c2nc3cc(Oc4ccc(Oc5ccc6[nH]c(nc6c5)c7ccc(N)cc7)cc4)ccc3[nH]2,8.3271,6.26033
O=C(NC1=C(C)C(Cl)=CC=C1)C2=CN=CC(N23)=NN=C3C4=CC=C(OC(F)F)C=C4,8.60359,4.1496
O=C(NC1=C(F)C(Cl)=CC=C1)C2=CN=CC(N23)=NN=C3C4=CC=C(OC(F)F)C=C4,7.9392,4.08072
O=C(Nc1ccc(cc1)C23CC4CC(CC(C4)(C2)c5ccccc5)C3)c6cccs6,11.4126,7
O=C(Nc1ccc(cc1)N2CCN(Cc3ccccc3)CC2)c4cccs4,9.64469,9.00376
O=C(Nc1cccc(c1)C(=O)Nc2cccc(c2)c3nc4ccccc4[nH]3)c5occc5,7.734,5.69102
O=C(Nc1cccc(c1)C2=NCCN2)Nc3cccc(c3)C4=NCCN4,5.86514,7.57148
O=C(NC1CCCCC1)C(N(CCc2ccccc2)C(=O)c3occc3)c4cccs4,7,7
O=C(NC1CCN(Cc2ccccc2)CC1)c3cc(cc(c3)C(=O)NC4CCN(Cc5ccccc5)CC4)C(=O)NC6CCN(Cc7ccccc7)CC6,7,9.29746
O=C(NCC1Cc2cccc(c2O1)c3ccncc3)c4csc5CCCCc45,7,5.26105
OC(CN1C(=N)N(CCN2CCCCC2)c3ccccc13)c4cccc(Br)c4,9.40521,8.89754
OC(Cn1nnc2ccccc12)Cn3c4ccc(Br)cc4c5cc(Br)ccc35,11.8015,5.14449
OC(CNC1CCCC1)Cn2c3ccccc3c4ccccc24,7.44829,9.0204
OC(CNC1CCCCC1)Cn2c3ccc(I)cc3c4cc(I)ccc24,7.30006,8.18731
OC(CNC1CCCCC1)Cn2c3ccccc3c4ccccc24,7.37372,9.06962
OC(CNCc1ccccc1)Cn2c3ccccc3c4ccccc24,13.4267,7.49706
OC(COc1ccccc1C(=O)CCc2ccccc2)CN3CCCCC3,6.47479,8.46077
OC1=C2C(Sc3ccccc3N=C2c4ccccc14)c5ccc(Br)cc5,7.62181,2.45018
Oc1c(ccc2cccnc12)C(NC(=O)c3ccccc3)c4ccccc4,8.55362,2.74987
Oc1c(ccc2cccnc12)C(Nc3ccccn3)c4cccc(Oc5ccccc5)c4,8.52972,6.42511
Oc1ccc(cc1)c2nc(c3ccc4oc5ccc(cc5c4c3)c6[nH]c(nc6c7ccccc7)c8ccc(O)cc8)c([nH]2)c9ccccc9,7.51131,6.22353
Oc1ccc2ccccc2c1C(NC(=O)Cc3ccccc3)c4ccc(Cl)cc4,9.43959,7
Oc1ccc2ccccc2c1CNc3nc4ccccc4[nH]3,8.45284,6.60097
Oc1ccccc1CN2CCC3(CCCN(Cc4ccccc4F)C3)C2,5.80254,9.78837
Oc1ccccc1CN2CCN(CC2)C(c3ccccc3)c4ccccc4,6.34751,8.73967
Oc1ccccc1CNCC23CC4CC(CC(C4)C2)C3,7.48941,9.31435
OCCCCN1C(=O)c2ccc3C(=O)N(CCCCO)C(=O)c4ccc(C1=O)c2c34,8.3886,7
OCCNc1nc(Nc2ccc(Cl)c(Cl)c2)nc3ccccc13,11.2445,5.86252
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4567[BH]89%10[BH]%11%124[BH]8%13%14[BH]%11%15%16[CH]%13%17%18[BH]%149%19[BH]%105%20[BH]%21%226[BH]%17%15([BH]%22%12%167)[BH]%18%19%20%21)N32,Error,Error
FC(F)C1(C2)CC2(COC3=CN=CC4=NN=C(C5=CC=C(OC(F)F)C=C5)N43)C1,7,4.42858
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(CO)C4=C(F)C=CC=C4)N32,11.6218,4.47798
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(CO)C4=C(F)C=C(F)C=C4F)N32,10.3443,4.43712
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(CO)C4=C(F)C=C(F)C(F)=C4)N32,10.3551,4.52302
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(CO)C4=CC(C(F)(F)F)=CC=C4)N32,9.82615,4.50633
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(CO)C4=C(OC)C=CC=C4)N32,11.7788,5.28402
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(CO)C4=CC(OC)=CC=C4)N32,11.8689,4.84616
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(CO)C4=CC=C(OC)C=C4)N32,11.7506,4.85658
FC(F)OC(C=C1)=CC=C1C2=NN=C3C(OCC(CO)C4=CC=CC=C4)=NC=CN32,11.4922,4.30537
FC(F)OC(C=C1)=CC=C1C2=NN=C3C(OCC(CO)C4=CC(F)=C(F)C=C4F)=NC=CN32,9.8514,4.29125
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(C(O)=O)C4=C(F)C=C(F)C=C4F)N32,2.74182,6.27608
FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(C(O)=O)C4=CC=C(OC)C=C4)N32,3.06879,6.98111
OCC(C1=CC=CC=C1)(O)COC2=CN=CC(N23)=NN=C3C4=CC=C(OC(F)F)C=C4,9.74604,4.4647
CC1=CC=C(C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32)C=C1,7,4.62206
COC1=C(C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32)C=CC=C1,7,5.04036
C1(CCOC2=CN=CC(N23)=NN=C3C4=CC5=C(OCC5)C=C4)=CC=CC=C1,7,4.53306
C1(CCOC2=NC=CN3C2=NN=C3C4=CC5=C(OCC5)C=C4)=CC=CC=C1,7,4.38714
CCOC1=C(C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32)C=CC=C1,7,5.06414
CCOC1=C(C2=NN=C3C(OCCC4=CC=CC=C4)=NC=CN32)C=CC=C1,7,4.79141
COC1=C(OC)C=C(C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32)C=C1OC,7,4.54049
COC1=C(OC)C=C(C2=NN=C3C(OCCC4=CC=CC=C4)=NC=CN32)C=C1OC,7,4.41928
FC(OC1=CC=C(C2=NN=C3C=NC=C(N32)OCC4(C5=CC=CC=C5)COC(C)(OC4)C)C=C1)F,7,4.55819
FC1=C(C=C(C=C1)CCOC2=CN=CC3=NN=C(C4=C5C(OCO5)=CC=C4)N32)F,7,4.86954
C1(CCOC2=CN=CC3=NN=C(C4=C5C(OCO5)=CC=C4)N32)=CC=CC=C1,7,4.81567
COC1=C(C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32)C(OC)=CC=C1,7,5.32004
COC1=C(C2=NN=C3C(O)=NC=CN32)C(OC)=CC=C1,7.55273,4.59096
COC1=C(C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32)C(OC)=CC(OC)=C1,7,5.29561
O=[N](=O)C1=C(C=CC=C1)C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)[N]23,7,5.04712
CC(C)(C)C(C=C1)=CC=C1C2=NN=C(N32)C=NC=C3OCCC4=CC=CC=C4,7,4.63161
CC(C)(C)C1=CC(C2=NN=C(N32)C=NC=C3OCCC4=CC=CC=C4)=CC(C(C)(C)C)=C1,7,4.70766
C12=NN=C(C3=C4C=CC=CC4=CC5=C3C=CC=C5)N1C=CN=C2OCCC6=CC=CC=C6,7,4.97525
C12=NN=C(C3=C4C=CC=CC4=CC5=C3C=CC=C5)N1C(OCCC6=CC=CC=C6)=CN=C2,7,5.26751
COC1=C(C2=NN=C3C(O)=NC=CN32)C(OC)=CC(OC)=C1,7.20346,4.76785
